freq_energy,cross_sect
435.3000000000035,1.3244437890757155e-16
435.4000000000035,1.3280353379738413e-16
435.5000000000035,1.3316414515761196e-16
435.60000000000355,1.3352622083895425e-16
435.70000000000357,1.3388976874483672e-16
435.8000000000036,1.342547968318351e-16
435.9000000000036,1.346213131101028e-16
436.00000000000364,1.3498932564380225e-16
436.10000000000366,1.353588425515403e-16
436.2000000000037,1.3572987200680822e-16
436.3000000000037,1.361024222384249e-16
436.40000000000373,1.3647650153098512e-16
436.50000000000375,1.3685211822531163e-16
436.6000000000038,1.3722928071891137e-16
436.7000000000038,1.3760799746643618e-16
436.8000000000038,1.37988276980148e-16
436.90000000000384,1.383701278303881e-16
437.00000000000387,1.3875355864605102e-16
437.1000000000039,1.39138578115063e-16
437.2000000000039,1.395251949848648e-16
437.30000000000393,1.3991341806289933e-16
437.40000000000396,1.403032562171036e-16
437.500000000004,1.406947183764058e-16
437.600000000004,1.4108781353122667e-16
437.700000000004,1.41482550733986e-16
437.80000000000405,1.4187893909961385e-16
437.90000000000407,1.4227698780606663e-16
438.0000000000041,1.4267670609484808e-16
438.1000000000041,1.4307810327153557e-16
438.20000000000414,1.4348118870631116e-16
438.30000000000416,1.438859718344977e-16
438.4000000000042,1.4429246215710053e-16
438.5000000000042,1.447006692413539e-16
438.60000000000423,1.451106027212731e-16
438.70000000000425,1.4552227229821163e-16
438.8000000000043,1.4593568774142405e-16
438.9000000000043,1.46350858888634e-16
439.0000000000043,1.4676779564660795e-16
439.10000000000434,1.471865079917345e-16
439.20000000000437,1.476070059706092e-16
439.3000000000044,1.4802929970062535e-16
439.4000000000044,1.4845339937057035e-16
439.50000000000443,1.4887931524122781e-16
439.60000000000446,1.4930705764598595e-16
439.7000000000045,1.4973663699145148e-16
439.8000000000045,1.5016806375806984e-16
439.9000000000045,1.506013485007516e-16
440.00000000000455,1.5103650184950466e-16
440.10000000000457,1.5147353451007303e-16
440.2000000000046,1.5191245726458193e-16
440.3000000000046,1.5235328097218885e-16
440.40000000000464,1.5279601656974168e-16
440.50000000000466,1.532406750724429e-16
440.6000000000047,1.5368726757452047e-16
440.7000000000047,1.5413580524990565e-16
440.80000000000473,1.5458629935291713e-16
440.90000000000475,1.550387612189524e-16
441.0000000000048,1.554932022651858e-16
441.1000000000048,1.5594963399127352e-16
441.2000000000048,1.5640806798006585e-16
441.30000000000484,1.5686851589832647e-16
441.40000000000487,1.5733098949745883e-16
441.5000000000049,1.5779550061424008e-16
441.6000000000049,1.5826206117156233e-16
441.70000000000493,1.5873068317918118e-16
441.80000000000496,1.5920137873447206e-16
441.900000000005,1.5967416002319414e-16
442.000000000005,1.6014903932026178e-16
442.100000000005,1.606260289905243e-16
442.20000000000505,1.6110514148955298e-16
442.30000000000507,1.6158638936443677e-16
442.4000000000051,1.6206978525458546e-16
442.5000000000051,1.625553418925416e-16
442.60000000000514,1.6304307210480026e-16
442.70000000000516,1.6353298881263747e-16
442.8000000000052,1.6402510503294697e-16
442.9000000000052,1.6451943387908569e-16
443.00000000000523,1.6501598856172765e-16
443.10000000000525,1.6551478238972716e-16
443.2000000000053,1.6601582877099018e-16
443.3000000000053,1.6651914121335522e-16
443.4000000000053,1.6702473332548314e-16
443.50000000000534,1.675326188177563e-16
443.60000000000537,1.6804281150318668e-16
443.7000000000054,1.685553252983338e-16
443.8000000000054,1.6907017422423182e-16
443.90000000000543,1.695873724073267e-16
444.00000000000546,1.701069340804227e-16
444.1000000000055,1.706288735836389e-16
444.2000000000055,1.711532053653759e-16
444.3000000000055,1.716799439832924e-16
444.40000000000555,1.7220910410529196e-16
444.50000000000557,1.727407005105203e-16
444.6000000000056,1.7327474809037316e-16
444.7000000000056,1.738112618495142e-16
444.80000000000564,1.7435025690690436e-16
444.90000000000566,1.7489174849684154e-16
445.0000000000057,1.7543575197001156e-16
445.1000000000057,1.759822827945501e-16
445.20000000000573,1.7653135655711569e-16
445.30000000000575,1.7708298896397471e-16
445.4000000000058,1.7763719584209706e-16
445.5000000000058,1.781939931402644e-16
445.6000000000058,1.7875339693018918e-16
445.70000000000584,1.7931542340764665e-16
445.80000000000587,1.7988008889361818e-16
445.9000000000059,1.8044740983544717e-16
446.0000000000059,1.8101740280800727e-16
446.10000000000593,1.8159008451488318e-16
446.20000000000596,1.82165471789564e-16
446.300000000006,1.827435815966496e-16
446.400000000006,1.8332443103306986e-16
446.500000000006,1.8390803732931717e-16
446.60000000000605,1.8449441785069202e-16
446.70000000000607,1.8508359009856254e-16
446.8000000000061,1.8567557171163716e-16
446.9000000000061,1.8627038046725133e-16
447.00000000000614,1.868680342826684e-16
447.10000000000616,1.874685512163943e-16
447.2000000000062,1.8807194946950678e-16
447.3000000000062,1.8867824738699926e-16
447.40000000000623,1.8928746345913888e-16
447.50000000000625,1.8989961632284032e-16
447.6000000000063,1.9051472476305357e-16
447.7000000000063,1.9113280771416794e-16
447.8000000000063,1.9175388426143088e-16
447.90000000000634,1.923779736423827e-16
448.00000000000637,1.9300509524830704e-16
448.1000000000064,1.9363526862569735e-16
448.2000000000064,1.9426851347773974e-16
448.30000000000643,1.9490484966581203e-16
448.40000000000646,1.9554429721099953e-16
448.5000000000065,1.9618687629562797e-16
448.6000000000065,1.968326072648128e-16
448.7000000000065,1.9748151062802647e-16
448.80000000000655,1.9813360706068286e-16
448.90000000000657,1.9878891740573937e-16
449.0000000000066,1.9944746267531724e-16
449.1000000000066,2.0010926405233964e-16
449.20000000000664,2.0077434289218865e-16
449.30000000000666,2.0144272072438023e-16
449.4000000000067,2.0211441925425889e-16
449.5000000000067,2.0278946036471062e-16
449.60000000000673,2.0346786611789592e-16
449.70000000000675,2.041496587570017e-16
449.8000000000068,2.0483486070801388e-16
449.9000000000068,2.0552349458150934e-16
450.0000000000068,2.0621558317446874e-16
450.10000000000684,2.0691114947210962e-16
450.20000000000687,2.076102166497409e-16
450.3000000000069,2.083128080746379e-16
450.4000000000069,2.0901894730793932e-16
450.50000000000693,2.0972865810656588e-16
450.60000000000696,2.1044196442516065e-16
450.700000000007,2.1115889041805202e-16
450.800000000007,2.1187946044123907e-16
450.900000000007,2.1260369905440004e-16
451.00000000000705,2.1333163102292364e-16
451.10000000000707,2.1406328131996412e-16
451.2000000000071,2.1479867512851996e-16
451.3000000000071,2.1553783784353694e-16
451.40000000000714,2.162807950740352e-16
451.50000000000716,2.170275726452615e-16
451.6000000000072,2.1777819660086624e-16
451.7000000000072,2.1853269320510595e-16
451.80000000000723,2.1929108894507163e-16
451.90000000000725,2.20053410532943e-16
452.0000000000073,2.208196849082694e-16
452.1000000000073,2.215899392402772e-16
452.2000000000073,2.223642009302046e-16
452.30000000000734,2.2314249761366367e-16
452.40000000000737,2.239248571630305e-16
452.5000000000074,2.2471130768986336e-16
452.6000000000074,2.2550187754734997e-16
452.70000000000744,2.262965953327828e-16
452.80000000000746,2.270954898900648e-16
452.9000000000075,2.2789859031224414e-16
453.0000000000075,2.287059259440799e-16
453.1000000000075,2.295175263846376e-16
453.20000000000755,2.3033342148991584e-16
453.30000000000757,2.3115364137550526e-16
453.4000000000076,2.3197821641927787e-16
453.5000000000076,2.328071772641102e-16
453.60000000000764,2.3364055482063796e-16
453.70000000000766,2.344783802700444e-16
453.8000000000077,2.353206850668826e-16
453.9000000000077,2.361675009419311e-16
454.00000000000773,2.3701885990508466e-16
454.10000000000775,2.378747942482798e-16
454.2000000000078,2.3873533654845607e-16
454.3000000000078,2.3960051967055294e-16
454.4000000000078,2.404703767705435e-16
454.50000000000784,2.41344941298505e-16
454.60000000000787,2.42224247001727e-16
454.7000000000079,2.431083279278574e-16
454.8000000000079,2.439972184280873e-16
454.90000000000794,2.4489095316037444e-16
455.00000000000796,2.4578956709270675e-16
455.100000000008,2.466930955064061e-16
455.200000000008,2.4760157399947217e-16
455.300000000008,2.485150384899684e-16
455.40000000000805,2.494335252194496e-16
455.5000000000081,2.5035707075643135e-16
455.6000000000081,2.512857119999038e-16
455.7000000000081,2.5221948618288783e-16
455.80000000000814,2.531584308760365e-16
455.90000000000816,2.5410258399128046e-16
456.0000000000082,2.550519837855201e-16
456.1000000000082,2.5600666886436274e-16
456.20000000000823,2.5696667818590753e-16
456.30000000000825,2.5793205106457717e-16
456.4000000000083,2.5890282717499844e-16
456.5000000000083,2.5987904655593127e-16
456.6000000000083,2.608607496142474e-16
456.70000000000834,2.618479771289593e-16
456.80000000000837,2.628407702553005e-16
456.9000000000084,2.6383917052885685e-16
457.0000000000084,2.648432198697513e-16
457.10000000000844,2.6585296058688074e-16
457.20000000000846,2.668684353822079e-16
457.3000000000085,2.678896873551073e-16
457.4000000000085,2.6891676000676727e-16
457.5000000000085,2.6994969724464783e-16
457.60000000000855,2.709885433869963e-16
457.7000000000086,2.720333431674206e-16
457.8000000000086,2.730841417395213e-16
457.9000000000086,2.7414098468158376e-16
458.00000000000864,2.752039180013306e-16
458.10000000000866,2.762729881407358e-16
458.2000000000087,2.7734824198090096e-16
458.3000000000087,2.784297268469951e-16
458.40000000000873,2.795174905132584e-16
458.50000000000875,2.806115812080715e-16
458.6000000000088,2.8171204761909026e-16
458.7000000000088,2.828189388984488e-16
458.8000000000088,2.8393230466802893e-16
458.90000000000884,2.850521950248003e-16
459.00000000000887,2.861786605462298e-16
459.1000000000089,2.873117522957623e-16
459.2000000000089,2.884515218283733e-16
459.30000000000894,2.895980211961959e-16
459.40000000000896,2.907513029542208e-16
459.500000000009,2.9191142016607276e-16
459.600000000009,2.930784264098634e-16
459.700000000009,2.942523757841216e-16
459.80000000000905,2.954333229138031e-16
459.9000000000091,2.9662132295638033e-16
460.0000000000091,2.978164316080131e-16
460.1000000000091,2.9901870510980235e-16
460.20000000000914,3.0022820025412743e-16
460.30000000000916,3.0144497439106867e-16
460.4000000000092,3.0266908543491634e-16
460.5000000000092,3.039005918707668e-16
460.60000000000923,3.0513955276120846e-16
460.70000000000925,3.0638602775309745e-16
460.8000000000093,3.076400770844256e-16
460.9000000000093,3.0890176159128117e-16
461.0000000000093,3.1017114271490406e-16
461.10000000000935,3.114482825088379e-16
461.20000000000937,3.1273324364617847e-16
461.3000000000094,3.140260894269222e-16
461.4000000000094,3.153268837854144e-16
461.50000000000944,3.166356912979003e-16
461.60000000000946,3.1795257719017907e-16
461.7000000000095,3.1927760734536376e-16
461.8000000000095,3.2061084831174763e-16
461.9000000000095,3.219523673107796e-16
462.00000000000955,3.233022322451492e-16
462.1000000000096,3.246605117069845e-16
462.2000000000096,3.26027274986163e-16
462.3000000000096,3.2740259207873815e-16
462.40000000000964,3.287865336954838e-16
462.50000000000966,3.3017917127055705e-16
462.6000000000097,3.315805769702823e-16
462.7000000000097,3.3299082370205896e-16
462.80000000000973,3.344099851233932e-16
462.90000000000975,3.358381356510568e-16
463.0000000000098,3.3727535047037535e-16
463.1000000000098,3.3872170554464653e-16
463.2000000000098,3.401772776246923e-16
463.30000000000985,3.416421442585454e-16
463.40000000000987,3.43116383801274e-16
463.5000000000099,3.4460007542494434e-16
463.6000000000099,3.460932991287274e-16
463.70000000000994,3.475961357491468e-16
463.80000000000996,3.491086669704755e-16
463.90000000001,3.506309753352789e-16
464.00000000001,3.521631442551109e-16
464.10000000001,3.5370525802136207e-16
464.20000000001005,3.552574018162642e-16
464.3000000000101,3.5681966172405355e-16
464.4000000000101,3.5839212474229487e-16
464.5000000000101,3.599748787933687e-16
464.60000000001014,3.615680127361259e-16
464.70000000001016,3.6317161637771007e-16
464.8000000000102,3.6478578048555284e-16
464.9000000000102,3.664105967995428e-16
465.00000000001023,3.6804615804437244e-16
465.10000000001025,3.696925579420651e-16
465.2000000000103,3.713498912246855e-16
465.3000000000103,3.7301825364723634e-16
465.4000000000103,3.746977420007444e-16
465.50000000001035,3.763884541255392e-16
465.60000000001037,3.7809048892472737e-16
465.7000000000104,3.7980394637786583e-16
465.8000000000104,3.815289275548371e-16
465.90000000001044,3.832655346299308e-16
466.00000000001046,3.8501387089613313e-16
466.1000000000105,3.8677404077963053e-16
466.2000000000105,3.8854614985452707e-16
466.3000000000105,3.90330304857784e-16
466.40000000001055,3.921266137043805e-16
466.5000000000106,3.939351855027035e-16
466.6000000000106,3.957561305701665e-16
466.7000000000106,3.9758956044906464e-16
466.80000000001064,3.994355879226679e-16
466.90000000001066,4.012943270315576e-16
467.0000000000107,4.0316589309020887e-16
467.1000000000107,4.050504027038253e-16
467.20000000001073,4.069479737854286e-16
467.30000000001075,4.0885872557320737e-16
467.4000000000108,4.10782778648131e-16
467.5000000000108,4.127202549518321e-16
467.6000000000108,4.1467127780476054e-16
467.70000000001085,4.166359719246185e-16
467.80000000001087,4.186144634450749e-16
467.9000000000109,4.2060687993476994e-16
468.0000000000109,4.2261335041661067e-16
468.10000000001094,4.24634005387365e-16
468.20000000001096,4.2666897683755733e-16
468.300000000011,4.2871839827167353e-16
468.400000000011,4.307824047286778e-16
468.500000000011,4.3286113280284926e-16
468.60000000001105,4.349547206649422e-16
468.7000000000111,4.370633080836762e-16
468.8000000000111,4.3918703644756265e-16
468.9000000000111,4.413260487870714e-16
469.00000000001114,4.434804897971466e-16
469.10000000001116,4.456505058600741e-16
469.2000000000112,4.4783624506871095e-16
469.3000000000112,4.500378572500787e-16
469.40000000001123,4.522554939893312e-16
469.50000000001125,4.544893086540999e-16
469.6000000000113,4.567394564192267e-16
469.7000000000113,4.590060942918874e-16
469.8000000000113,4.612893811371169e-16
469.90000000001135,4.635894777037393e-16
470.00000000001137,4.659065466507134e-16
470.1000000000114,4.682407525738985e-16
470.2000000000114,4.705922620332494e-16
470.30000000001144,4.729612435804482e-16
470.40000000001146,4.753478677869805e-16
470.5000000000115,4.777523072726623e-16
470.6000000000115,4.801747367346302e-16
470.7000000000115,4.826153329767976e-16
470.80000000001155,4.850742749397894e-16
470.9000000000116,4.875517437313626e-16
471.0000000000116,4.900479226573207e-16
471.1000000000116,4.925629972529315e-16
471.20000000001164,4.950971553148594e-16
471.30000000001166,4.976505869336161e-16
471.4000000000117,5.002234845265471e-16
471.5000000000117,5.028160428713551e-16
471.60000000001173,5.054284591401773e-16
471.70000000001176,5.080609329342227e-16
471.8000000000118,5.107136663189807e-16
471.9000000000118,5.133868638600112e-16
472.0000000000118,5.16080732659328e-16
472.10000000001185,5.187954823923852e-16
472.20000000001187,5.215313253456774e-16
472.3000000000119,5.24288476454967e-16
472.4000000000119,5.270671533441478e-16
472.50000000001194,5.298675763647577e-16
472.60000000001196,5.326899686361543e-16
472.700000000012,5.355345560863616e-16
472.800000000012,5.384015674936039e-16
472.900000000012,5.412912345285387e-16
473.00000000001205,5.442037917972008e-16
473.1000000000121,5.471394768846718e-16
473.2000000000121,5.500985303994873e-16
473.3000000000121,5.530811960187988e-16
473.40000000001214,5.560877205342985e-16
473.50000000001216,5.59118353898929e-16
473.6000000000122,5.621733492743855e-16
473.7000000000122,5.652529630794308e-16
473.80000000001223,5.683574550390343e-16
473.90000000001226,5.714870882343538e-16
474.0000000000123,5.746421291535742e-16
474.1000000000123,5.778228477436194e-16
474.2000000000123,5.810295174627556e-16
474.30000000001235,5.842624153341001e-16
474.40000000001237,5.875218220000552e-16
474.5000000000124,5.908080217776843e-16
474.6000000000124,5.941213027150478e-16
474.70000000001244,5.974619566485153e-16
474.80000000001246,6.008302792610778e-16
474.9000000000125,6.042265701416743e-16
475.0000000000125,6.076511328455524e-16
475.1000000000125,6.111042749556864e-16
475.20000000001255,6.145863081452702e-16
475.3000000000126,6.18097548241306e-16
475.4000000000126,6.216383152893101e-16
475.5000000000126,6.252089336191591e-16
475.60000000001264,6.28809731912095e-16
475.70000000001266,6.324410432689146e-16
475.8000000000127,6.361032052793652e-16
475.9000000000127,6.397965600927693e-16
476.00000000001273,6.43521454489903e-16
476.10000000001276,6.472782399561519e-16
476.2000000000128,6.510672727559695e-16
476.3000000000128,6.548889140086638e-16
476.4000000000128,6.587435297655376e-16
476.50000000001285,6.626314910884079e-16
476.60000000001287,6.665531741295337e-16
476.7000000000129,6.705089602129777e-16
476.8000000000129,6.744992359174305e-16
476.90000000001294,6.785243931605261e-16
477.00000000001296,6.82584829284678e-16
477.100000000013,6.866809471444651e-16
477.200000000013,6.90813155195598e-16
477.30000000001303,6.949818675854985e-16
477.40000000001305,6.991875042455212e-16
477.5000000000131,7.034304909848491e-16
477.6000000000131,7.077112595861032e-16
477.7000000000131,7.120302479026876e-16
477.80000000001314,7.163878999579168e-16
477.90000000001316,7.2078466604595225e-16
478.0000000000132,7.252210028345864e-16
478.1000000000132,7.296973734699116e-16
478.20000000001323,7.342142476829101e-16
478.30000000001326,7.38772101898003e-16
478.4000000000133,7.433714193435973e-16
478.5000000000133,7.480126901646712e-16
478.6000000000133,7.526964115374364e-16
478.70000000001335,7.574230877861201e-16
478.80000000001337,7.621932305019093e-16
478.9000000000134,7.670073586640963e-16
479.0000000000134,7.718659987634754e-16
479.10000000001344,7.767696849280296e-16
479.20000000001346,7.817189590509557e-16
479.3000000000135,7.867143709210749e-16
479.4000000000135,7.917564783556735e-16
479.50000000001353,7.968458473358244e-16
479.60000000001355,8.019830521442379e-16
479.7000000000136,8.071686755056915e-16
479.8000000000136,8.124033087300904e-16
479.9000000000136,8.176875518582113e-16
480.00000000001364,8.230220138101823e-16
480.10000000001367,8.284073125367526e-16
480.2000000000137,8.338440751734092e-16
480.3000000000137,8.393329381973941e-16
480.40000000001373,8.448745475876837e-16
480.50000000001376,8.504695589879847e-16
480.6000000000138,8.561186378728092e-16
480.7000000000138,8.618224597166885e-16
480.8000000000138,8.675817101665891e-16
480.90000000001385,8.73397085217592e-16
481.00000000001387,8.792692913919021e-16
481.1000000000139,8.851990459212519e-16
481.2000000000139,8.91187076932767e-16
481.30000000001394,8.972341236383608e-16
481.40000000001396,9.033409365277292e-16
481.500000000014,9.09508277565015e-16
481.600000000014,9.157369203892136e-16
481.70000000001403,9.220276505183946e-16
481.80000000001405,9.28381265557813e-16
481.9000000000141,9.347985754119852e-16
482.0000000000141,9.412804025008083e-16
482.1000000000141,9.47827581979803e-16
482.20000000001414,9.544409619645536e-16
482.30000000001417,9.611214037594345e-16
482.4000000000142,9.67869782090702e-16
482.5000000000142,9.746869853440333e-16
482.60000000001423,9.81573915806603e-16
482.70000000001426,9.8853148991378e-16
482.8000000000143,9.955606385005366e-16
482.9000000000143,1.0026623070576563e-15
483.0000000000143,1.0098374559928326e-15
483.10000000001435,1.0170870608967529e-15
483.20000000001437,1.024412112814258e-15
483.3000000000144,1.0318136185206758e-15
483.4000000000144,1.0392926008034253e-15
483.50000000001444,1.0468500987489867e-15
483.60000000001446,1.0544871680353394e-15
483.7000000000145,1.0622048812299674e-15
483.8000000000145,1.0700043280935358e-15
483.90000000001453,1.077886615889341e-15
484.00000000001455,1.0858528696986356e-15
484.1000000000146,1.0939042327419438e-15
484.2000000000146,1.102041866706462e-15
484.3000000000146,1.1102669520796625e-15
484.40000000001464,1.1185806884892067e-15
484.50000000001467,1.126984295049277e-15
484.6000000000147,1.1354790107134407e-15
484.7000000000147,1.14406609463416e-15
484.80000000001473,1.152746826529057e-15
484.90000000001476,1.1615225070540541e-15
485.0000000000148,1.1703944581835019e-15
485.1000000000148,1.1793640235974094e-15
485.2000000000148,1.188432569075896e-15
485.30000000001485,1.1976014829009818e-15
485.40000000001487,1.2068721762658319e-15
485.5000000000149,1.216246083691575e-15
485.6000000000149,1.2257246634518134e-15
485.70000000001494,1.2353093980049405e-15
485.80000000001496,1.2450017944343899e-15
485.900000000015,1.2548033848969243e-15
486.000000000015,1.264715727079093e-15
486.10000000001503,1.2747404046619632e-15
486.20000000001505,1.2848790277942517e-15
486.3000000000151,1.2951332335739631e-15
486.4000000000151,1.3055046865386548e-15
486.5000000000151,1.3159950791644367e-15
486.60000000001514,1.3266061323738185e-15
486.70000000001517,1.3373395960525124e-15
486.8000000000152,1.3481972495752978e-15
486.9000000000152,1.3591809023410508e-15
487.00000000001523,1.3702923943170385e-15
487.10000000001526,1.38153359659258e-15
487.2000000000153,1.3929064119421596e-15
487.3000000000153,1.40441277539809e-15
487.4000000000153,1.416054654832804e-15
487.50000000001535,1.4278340515508605e-15
487.60000000001537,1.4397530008907303e-15
487.7000000000154,1.4518135728364415e-15
487.8000000000154,1.4640178726391374e-15
487.90000000001544,1.4763680414486022e-15
488.00000000001546,1.4888662569548042e-15
488.1000000000155,1.5015147340394955e-15
488.2000000000155,1.5143157254378873e-15
488.30000000001553,1.5272715224104337e-15
488.40000000001555,1.5403844554247162e-15
488.5000000000156,1.5536568948474393e-15
488.6000000000156,1.5670912516465073e-15
488.7000000000156,1.5806899781031621e-15
488.80000000001564,1.5944555685341273e-15
488.90000000001567,1.6083905600237074e-15
489.0000000000157,1.622497533165752e-15
489.1000000000157,1.6367791128154019e-15
489.20000000001573,1.6512379688504858e-15
489.30000000001576,1.6658768169424455e-15
489.4000000000158,1.6806984193366174e-15
489.5000000000158,1.6957055856416958e-15
489.6000000000158,1.7109011736281587e-15
489.70000000001585,1.7262880900354315e-15
489.80000000001587,1.74186929138751e-15
489.9000000000159,1.7576477848167542e-15
490.0000000000159,1.7736266288955135e-15
490.10000000001594,1.789808934475224e-15
490.20000000001596,1.80619786553257e-15
490.300000000016,1.822796640022261e-15
490.400000000016,1.8396085307359443e-15
490.50000000001603,1.856636866166708e-15
490.60000000001605,1.873885031378602e-15
490.7000000000161,1.8913564688805392e-15
490.8000000000161,1.9090546795038784e-15
490.9000000000161,1.9269832232829585e-15
491.00000000001614,1.9451457203377587e-15
491.10000000001617,1.9635458517578137e-15
491.2000000000162,1.98218736048644e-15
491.3000000000162,2.001074052204257e-15
491.40000000001623,2.0202097962108902e-15
491.50000000001626,2.0395985263036937e-15
491.6000000000163,2.059244241652208e-15
491.7000000000163,2.0791510076670008e-15
491.8000000000163,2.0993229568614177e-15
